zip,city,state_short,state_long,county,country,timezone
56308,Alexandria,MN,Minnesota,Douglas County,United States of America,America/Chicago
56309,Ashby,MN,Minnesota,Grant County,United States of America,America/Chicago
56310,Avon,MN,Minnesota,Stearns County,United States of America,America/Chicago
56311,Barrett,MN,Minnesota,Grant County,United States of America,America/Chicago
56312,Belgrade,MN,Minnesota,Stearns County,United States of America,America/Chicago
56313,Bock,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56314,Bowlus,MN,Minnesota,Morrison County,United States of America,America/Chicago
56315,Brandon,MN,Minnesota,Douglas County,United States of America,America/Chicago
56316,Brooten,MN,Minnesota,Stearns County,United States of America,America/Chicago
56317,Buckman,MN,Minnesota,Morrison County,United States of America,America/Chicago
56318,Burtrum,MN,Minnesota,Todd County,United States of America,America/Chicago
56319,Carlos,MN,Minnesota,Douglas County,United States of America,America/Chicago
56320,Cold Spring,MN,Minnesota,Stearns County,United States of America,America/Chicago
56321,Collegeville,MN,Minnesota,Stearns County,United States of America,America/Chicago
56323,Cyrus,MN,Minnesota,Pope County,United States of America,America/Chicago
56324,Dalton,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56325,Elrosa,MN,Minnesota,Stearns County,United States of America,America/Chicago
56326,Evansville,MN,Minnesota,Douglas County,United States of America,America/Chicago
56327,Farwell,MN,Minnesota,Douglas County,United States of America,America/Chicago
56328,Flensburg,MN,Minnesota,Morrison County,United States of America,America/Chicago
56329,Foley,MN,Minnesota,Benton County,United States of America,America/Chicago
56330,Foreston,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56331,Freeport,MN,Minnesota,Stearns County,United States of America,America/Chicago
56332,Garfield,MN,Minnesota,Douglas County,United States of America,America/Chicago
56333,Gilman,MN,Minnesota,Benton County,United States of America,America/Chicago
56334,Glenwood,MN,Minnesota,Pope County,United States of America,America/Chicago
56335,Greenwald,MN,Minnesota,Stearns County,United States of America,America/Chicago
56336,Grey Eagle,MN,Minnesota,Todd County,United States of America,America/Chicago
56338,Hillman,MN,Minnesota,Morrison County,United States of America,America/Chicago
56339,Hoffman,MN,Minnesota,Grant County,United States of America,America/Chicago
56340,Holdingford,MN,Minnesota,Stearns County,United States of America,America/Chicago
56341,Holmes City,MN,Minnesota,Douglas County,United States of America,America/Chicago
56342,Isle,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56343,Kensington,MN,Minnesota,Douglas County,United States of America,America/Chicago
56344,Lastrup,MN,Minnesota,Morrison County,United States of America,America/Chicago
56345,Little Falls,MN,Minnesota,Morrison County,United States of America,America/Chicago
56347,Long Prairie,MN,Minnesota,Todd County,United States of America,America/Chicago
56349,Lowry,MN,Minnesota,Pope County,United States of America,America/Chicago
56350,Mc Grath,MN,Minnesota,Aitkin County,United States of America,America/Chicago
56352,Melrose,MN,Minnesota,Stearns County,United States of America,America/Chicago
56353,Milaca,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56354,Miltona,MN,Minnesota,Douglas County,United States of America,America/Chicago
56355,Nelson,MN,Minnesota,Douglas County,United States of America,America/Chicago
56356,New Munich,MN,Minnesota,Stearns County,United States of America,America/Chicago
56357,Oak Park,MN,Minnesota,Benton County,United States of America,America/Chicago
56358,Ogilvie,MN,Minnesota,Kanabec County,United States of America,America/Chicago
56359,Onamia,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56360,Osakis,MN,Minnesota,Douglas County,United States of America,America/Chicago
56361,Parkers Prairie,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56362,Paynesville,MN,Minnesota,Stearns County,United States of America,America/Chicago
56363,Pease,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56364,Pierz,MN,Minnesota,Morrison County,United States of America,America/Chicago
56367,Rice,MN,Minnesota,Benton County,United States of America,America/Chicago
56368,Richmond,MN,Minnesota,Stearns County,United States of America,America/Chicago
56369,Rockville,MN,Minnesota,Stearns County,United States of America,America/Chicago
56371,Roscoe,MN,Minnesota,Stearns County,United States of America,America/Chicago
56372,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56373,Royalton,MN,Minnesota,Morrison County,United States of America,America/Chicago
56374,Saint Joseph,MN,Minnesota,Stearns County,United States of America,America/Chicago
56375,Saint Stephen,MN,Minnesota,Stearns County,United States of America,America/Chicago
56376,Saint Martin,MN,Minnesota,Stearns County,United States of America,America/Chicago
56377,Sartell,MN,Minnesota,Stearns County,United States of America,America/Chicago
56378,Sauk Centre,MN,Minnesota,Stearns County,United States of America,America/Chicago
56379,Sauk Rapids,MN,Minnesota,Benton County,United States of America,America/Chicago
56381,Starbuck,MN,Minnesota,Pope County,United States of America,America/Chicago
56382,Swanville,MN,Minnesota,Morrison County,United States of America,America/Chicago
56384,Upsala,MN,Minnesota,Morrison County,United States of America,America/Chicago
56385,Villard,MN,Minnesota,Pope County,United States of America,America/Chicago
56386,Wahkon,MN,Minnesota,Mille Lacs County,United States of America,America/Chicago
56387,Waite Park,MN,Minnesota,Stearns County,United States of America,America/Chicago
56388,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56389,West Union,MN,Minnesota,Todd County,United States of America,America/Chicago
56393,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56395,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56396,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56397,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56398,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56399,Saint Cloud,MN,Minnesota,Stearns County,United States of America,America/Chicago
56401,Brainerd,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56425,Baxter,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56431,Aitkin,MN,Minnesota,Aitkin County,United States of America,America/Chicago
56433,Akeley,MN,Minnesota,Hubbard County,United States of America,America/Chicago
56434,Aldrich,MN,Minnesota,Todd County,United States of America,America/Chicago
56435,Backus,MN,Minnesota,Cass County,United States of America,America/Chicago
56436,Benedict,MN,Minnesota,Hubbard County,United States of America,America/Chicago
56437,Bertha,MN,Minnesota,Todd County,United States of America,America/Chicago
56438,Browerville,MN,Minnesota,Todd County,United States of America,America/Chicago
56440,Clarissa,MN,Minnesota,Todd County,United States of America,America/Chicago
56441,Crosby,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56442,Crosslake,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56443,Cushing,MN,Minnesota,Morrison County,United States of America,America/Chicago
56444,Deerwood,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56446,Eagle Bend,MN,Minnesota,Todd County,United States of America,America/Chicago
56447,Emily,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56448,Fifty Lakes,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56449,Fort Ripley,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56450,Garrison,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56452,Hackensack,MN,Minnesota,Cass County,United States of America,America/Chicago
56453,Hewitt,MN,Minnesota,Todd County,United States of America,America/Chicago
56455,Ironton,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56456,Jenkins,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56458,Lake George,MN,Minnesota,Hubbard County,United States of America,America/Chicago
56459,Lake Hubert,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56461,Laporte,MN,Minnesota,Hubbard County,United States of America,America/Chicago
56464,Menahga,MN,Minnesota,Wadena County,United States of America,America/Chicago
56465,Merrifield,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56466,Motley,MN,Minnesota,Morrison County,United States of America,America/Chicago
56467,Nevis,MN,Minnesota,Hubbard County,United States of America,America/Chicago
56468,Nisswa,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56469,Palisade,MN,Minnesota,Aitkin County,United States of America,America/Chicago
56470,Park Rapids,MN,Minnesota,Hubbard County,United States of America,America/Chicago
56472,Pequot Lakes,MN,Minnesota,Crow Wing County,United States of America,America/Chicago
56473,Pillager,MN,Minnesota,Cass County,United States of America,America/Chicago
56474,Pine River,MN,Minnesota,Cass County,United States of America,America/Chicago
56475,Randall,MN,Minnesota,Morrison County,United States of America,America/Chicago
56477,Sebeka,MN,Minnesota,Wadena County,United States of America,America/Chicago
56479,Staples,MN,Minnesota,Todd County,United States of America,America/Chicago
56481,Verndale,MN,Minnesota,Wadena County,United States of America,America/Chicago
56482,Wadena,MN,Minnesota,Wadena County,United States of America,America/Chicago
56484,Walker,MN,Minnesota,Cass County,United States of America,America/Chicago
56501,Detroit Lakes,MN,Minnesota,Becker County,United States of America,America/Chicago
56502,Detroit Lakes,MN,Minnesota,Becker County,United States of America,America/Chicago
56510,Ada,MN,Minnesota,Norman County,United States of America,America/Chicago
56511,Audubon,MN,Minnesota,Becker County,United States of America,America/Chicago
56514,Barnesville,MN,Minnesota,Clay County,United States of America,America/Chicago
56515,Battle Lake,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56516,Bejou,MN,Minnesota,Mahnomen County,United States of America,America/Chicago
56517,Beltrami,MN,Minnesota,Polk County,United States of America,America/Chicago
56518,Bluffton,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56519,Borup,MN,Minnesota,Norman County,United States of America,America/Chicago
56520,Breckenridge,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56521,Callaway,MN,Minnesota,Becker County,United States of America,America/Chicago
56522,Campbell,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56523,Climax,MN,Minnesota,Polk County,United States of America,America/Chicago
56524,Clitherall,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56525,Comstock,MN,Minnesota,Clay County,United States of America,America/Chicago
56527,Deer Creek,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56528,Dent,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56529,Dilworth,MN,Minnesota,Clay County,United States of America,America/Chicago
56531,Elbow Lake,MN,Minnesota,Grant County,United States of America,America/Chicago
56533,Elizabeth,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56534,Erhard,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56535,Erskine,MN,Minnesota,Polk County,United States of America,America/Chicago
56536,Felton,MN,Minnesota,Clay County,United States of America,America/Chicago
56537,Fergus Falls,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56538,Fergus Falls,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56540,Fertile,MN,Minnesota,Polk County,United States of America,America/Chicago
56541,Flom,MN,Minnesota,Norman County,United States of America,America/Chicago
56542,Fosston,MN,Minnesota,Polk County,United States of America,America/Chicago
56543,Foxhome,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56544,Frazee,MN,Minnesota,Becker County,United States of America,America/Chicago
56545,Gary,MN,Minnesota,Norman County,United States of America,America/Chicago
56546,Georgetown,MN,Minnesota,Clay County,United States of America,America/Chicago
56547,Glyndon,MN,Minnesota,Clay County,United States of America,America/Chicago
56548,Halstad,MN,Minnesota,Norman County,United States of America,America/Chicago
56549,Hawley,MN,Minnesota,Clay County,United States of America,America/Chicago
56550,Hendrum,MN,Minnesota,Norman County,United States of America,America/Chicago
56551,Henning,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56552,Hitterdal,MN,Minnesota,Clay County,United States of America,America/Chicago
56553,Kent,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56554,Lake Park,MN,Minnesota,Becker County,United States of America,America/Chicago
56556,Mcintosh,MN,Minnesota,Polk County,United States of America,America/Chicago
56557,Mahnomen,MN,Minnesota,Mahnomen County,United States of America,America/Chicago
56560,Moorhead,MN,Minnesota,Clay County,United States of America,America/Chicago
56561,Moorhead,MN,Minnesota,Clay County,United States of America,America/Chicago
56562,Moorhead,MN,Minnesota,Clay County,United States of America,America/Chicago
56563,Moorhead,MN,Minnesota,Clay County,United States of America,America/Chicago
56565,Nashua,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56566,Naytahwaush,MN,Minnesota,Mahnomen County,United States of America,America/Chicago
56567,New York Mills,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56568,Nielsville,MN,Minnesota,Polk County,United States of America,America/Chicago
56569,Ogema,MN,Minnesota,Becker County,United States of America,America/Chicago
56570,Osage,MN,Minnesota,Becker County,United States of America,America/Chicago
56571,Ottertail,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56572,Pelican Rapids,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56573,Perham,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56574,Perley,MN,Minnesota,Norman County,United States of America,America/Chicago
56575,Ponsford,MN,Minnesota,Becker County,United States of America,America/Chicago
56576,Richville,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56577,Richwood,MN,Minnesota,Becker County,United States of America,America/Chicago
56578,Rochert,MN,Minnesota,Becker County,United States of America,America/Chicago
56579,Rothsay,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56580,Sabin,MN,Minnesota,Clay County,United States of America,America/Chicago
56581,Shelly,MN,Minnesota,Norman County,United States of America,America/Chicago
56583,Tintah,MN,Minnesota,Traverse County,United States of America,America/Chicago
56584,Twin Valley,MN,Minnesota,Norman County,United States of America,America/Chicago
56585,Ulen,MN,Minnesota,Clay County,United States of America,America/Chicago
56586,Underwood,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56587,Vergas,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56588,Vining,MN,Minnesota,Otter Tail County,United States of America,America/Chicago
56589,Waubun,MN,Minnesota,Mahnomen County,United States of America,America/Chicago
56590,Wendell,MN,Minnesota,Grant County,United States of America,America/Chicago
56591,White Earth,MN,Minnesota,Becker County,United States of America,America/Chicago
56592,Winger,MN,Minnesota,Polk County,United States of America,America/Chicago
56593,Wolf Lake,MN,Minnesota,Becker County,United States of America,America/Chicago
56594,Wolverton,MN,Minnesota,Wilkin County,United States of America,America/Chicago
56601,Bemidji,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56619,Bemidji,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56621,Bagley,MN,Minnesota,Clearwater County,United States of America,America/Chicago
56623,Baudette,MN,Minnesota,Lake of the Woods County,United States of America,America/Chicago
56626,Bena,MN,Minnesota,Cass County,United States of America,America/Chicago
56627,Big Falls,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56628,Bigfork,MN,Minnesota,Itasca County,United States of America,America/Chicago
56629,Birchdale,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56630,Blackduck,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56631,Bowstring,MN,Minnesota,Itasca County,United States of America,America/Chicago
56633,Cass Lake,MN,Minnesota,Cass County,United States of America,America/Chicago
56634,Clearbrook,MN,Minnesota,Clearwater County,United States of America,America/Chicago
56636,Deer River,MN,Minnesota,Itasca County,United States of America,America/Chicago
56637,Talmoon,MN,Minnesota,Itasca County,United States of America,America/Chicago
56639,Effie,MN,Minnesota,Itasca County,United States of America,America/Chicago
56641,Federal Dam,MN,Minnesota,Cass County,United States of America,America/Chicago
56644,Gonvick,MN,Minnesota,Clearwater County,United States of America,America/Chicago
56646,Gully,MN,Minnesota,Polk County,United States of America,America/Chicago
56647,Hines,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56649,International Falls,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56650,Kelliher,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56651,Lengby,MN,Minnesota,Mahnomen County,United States of America,America/Chicago
56652,Leonard,MN,Minnesota,Clearwater County,United States of America,America/Chicago
56653,Littlefork,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56654,Loman,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56655,Longville,MN,Minnesota,Cass County,United States of America,America/Chicago
56657,Marcell,MN,Minnesota,Itasca County,United States of America,America/Chicago
56658,Margie,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56659,Max,MN,Minnesota,Itasca County,United States of America,America/Chicago
56660,Mizpah,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56661,Northome,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56662,Outing,MN,Minnesota,Cass County,United States of America,America/Chicago
56663,Pennington,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56666,Ponemah,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56667,Puposky,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56668,Ranier,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56669,Kabetogama,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56670,Redby,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56671,Redlake,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56672,Remer,MN,Minnesota,Cass County,United States of America,America/Chicago
56673,Roosevelt,MN,Minnesota,Roseau County,United States of America,America/Chicago
56676,Shevlin,MN,Minnesota,Clearwater County,United States of America,America/Chicago
56678,Solway,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56679,South International Falls,MN,Minnesota,Koochiching County,United States of America,America/Chicago
56680,Spring Lake,MN,Minnesota,Itasca County,United States of America,America/Chicago
56681,Squaw Lake,MN,Minnesota,Itasca County,United States of America,America/Chicago
56683,Tenstrike,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56684,Trail,MN,Minnesota,Polk County,United States of America,America/Chicago
56685,Waskish,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56686,Williams,MN,Minnesota,Lake of the Woods County,United States of America,America/Chicago
56687,Wilton,MN,Minnesota,Beltrami County,United States of America,America/Chicago
56688,Wirt,MN,Minnesota,Itasca County,United States of America,America/Chicago
56701,Thief River Falls,MN,Minnesota,Pennington County,United States of America,America/Chicago
56710,Alvarado,MN,Minnesota,Marshall County,United States of America,America/Chicago
56711,Angle Inlet,MN,Minnesota,Lake of the Woods County,United States of America,America/Chicago
56713,Argyle,MN,Minnesota,Marshall County,United States of America,America/Chicago
56714,Badger,MN,Minnesota,Roseau County,United States of America,America/Chicago
56715,Brooks,MN,Minnesota,Red Lake County,United States of America,America/Chicago
56716,Crookston,MN,Minnesota,Polk County,United States of America,America/Chicago
56720,Donaldson,MN,Minnesota,Kittson County,United States of America,America/Chicago
56721,East Grand Forks,MN,Minnesota,Polk County,United States of America,America/Chicago
56722,Euclid,MN,Minnesota,Polk County,United States of America,America/Chicago
56723,Fisher,MN,Minnesota,Polk County,United States of America,America/Chicago
56724,Gatzke,MN,Minnesota,Marshall County,United States of America,America/Chicago
56725,Goodridge,MN,Minnesota,Pennington County,United States of America,America/Chicago
56726,Greenbush,MN,Minnesota,Roseau County,United States of America,America/Chicago
56727,Grygla,MN,Minnesota,Marshall County,United States of America,America/Chicago
56728,Hallock,MN,Minnesota,Kittson County,United States of America,America/Chicago
56729,Halma,MN,Minnesota,Kittson County,United States of America,America/Chicago
56731,Humboldt,MN,Minnesota,Kittson County,United States of America,America/Chicago
56732,Karlstad,MN,Minnesota,Kittson County,United States of America,America/Chicago
56733,Kennedy,MN,Minnesota,Kittson County,United States of America,America/Chicago
56734,Lake Bronson,MN,Minnesota,Kittson County,United States of America,America/Chicago
56735,Lancaster,MN,Minnesota,Kittson County,United States of America,America/Chicago
56736,Mentor,MN,Minnesota,Polk County,United States of America,America/Chicago
56737,Middle River,MN,Minnesota,Marshall County,United States of America,America/Chicago
56738,Newfolden,MN,Minnesota,Marshall County,United States of America,America/Chicago
56740,Noyes,MN,Minnesota,Kittson County,United States of America,America/Chicago
56741,Oak Island,MN,Minnesota,Lake of the Woods County,United States of America,America/Chicago
56742,Oklee,MN,Minnesota,Red Lake County,United States of America,America/Chicago
56744,Oslo,MN,Minnesota,Marshall County,United States of America,America/Chicago
56748,Plummer,MN,Minnesota,Red Lake County,United States of America,America/Chicago
56750,Red Lake Falls,MN,Minnesota,Red Lake County,United States of America,America/Chicago
56751,Roseau,MN,Minnesota,Roseau County,United States of America,America/Chicago
56754,Saint Hilaire,MN,Minnesota,Pennington County,United States of America,America/Chicago
56755,Saint Vincent,MN,Minnesota,Kittson County,United States of America,America/Chicago
56756,Salol,MN,Minnesota,Roseau County,United States of America,America/Chicago
56757,Stephen,MN,Minnesota,Marshall County,United States of America,America/Chicago
56758,Strandquist,MN,Minnesota,Marshall County,United States of America,America/Chicago
56759,Strathcona,MN,Minnesota,Roseau County,United States of America,America/Chicago
56760,Viking,MN,Minnesota,Marshall County,United States of America,America/Chicago
56761,Wannaska,MN,Minnesota,Roseau County,United States of America,America/Chicago
56762,Warren,MN,Minnesota,Marshall County,United States of America,America/Chicago
56763,Warroad,MN,Minnesota,Roseau County,United States of America,America/Chicago
56901,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56902,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56904,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56908,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56915,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56920,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56933,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56935,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56944,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56945,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56950,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56964,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56965,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56966,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56967,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56968,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56969,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56970,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56971,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56972,Parcel Return Service,DC,District of Columbia,District of Columbia,United States of America,America/New_York
56973,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56980,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56981,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56982,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56983,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56984,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56985,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56998,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
56999,Parcel Return Service,DC,District of Columbia,,United States of America,America/New_York
57001,Alcester,SD,South Dakota,Union County,United States of America,America/Chicago
57002,Aurora,SD,South Dakota,Brookings County,United States of America,America/Chicago
57003,Baltic,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57004,Beresford,SD,South Dakota,Union County,United States of America,America/Chicago
57005,Brandon,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57006,Brookings,SD,South Dakota,Brookings County,United States of America,America/Chicago
57007,Brookings,SD,South Dakota,Brookings County,United States of America,America/Chicago
57010,Burbank,SD,South Dakota,Clay County,United States of America,America/Chicago
57012,Canistota,SD,South Dakota,McCook County,United States of America,America/Chicago
57013,Canton,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57014,Centerville,SD,South Dakota,Turner County,United States of America,America/Chicago
57015,Chancellor,SD,South Dakota,Turner County,United States of America,America/Chicago
57016,Chester,SD,South Dakota,Lake County,United States of America,America/Chicago
57017,Colman,SD,South Dakota,Moody County,United States of America,America/Chicago
57018,Colton,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57020,Crooks,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57021,Davis,SD,South Dakota,Turner County,United States of America,America/Chicago
57022,Dell Rapids,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57024,Egan,SD,South Dakota,Moody County,United States of America,America/Chicago
57025,Elk Point,SD,South Dakota,Union County,United States of America,America/Chicago
57026,Elkton,SD,South Dakota,Brookings County,United States of America,America/Chicago
57027,Fairview,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57028,Flandreau,SD,South Dakota,Moody County,United States of America,America/Chicago
57029,Freeman,SD,South Dakota,Hutchinson County,United States of America,America/Chicago
57030,Garretson,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57031,Gayville,SD,South Dakota,Yankton County,United States of America,America/Chicago
57032,Harrisburg,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57033,Hartford,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57034,Hudson,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57035,Humboldt,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57036,Hurley,SD,South Dakota,Turner County,United States of America,America/Chicago
57037,Irene,SD,South Dakota,Yankton County,United States of America,America/Chicago
57038,Jefferson,SD,South Dakota,Union County,United States of America,America/Chicago
57039,Lennox,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57040,Lesterville,SD,South Dakota,Yankton County,United States of America,America/Chicago
57041,Lyons,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57042,Madison,SD,South Dakota,Lake County,United States of America,America/Chicago
57043,Marion,SD,South Dakota,Turner County,United States of America,America/Chicago
57045,Menno,SD,South Dakota,Hutchinson County,United States of America,America/Chicago
57046,Mission Hill,SD,South Dakota,Yankton County,United States of America,America/Chicago
57047,Monroe,SD,South Dakota,Turner County,United States of America,America/Chicago
57048,Montrose,SD,South Dakota,McCook County,United States of America,America/Chicago
57049,North Sioux City,SD,South Dakota,Union County,United States of America,America/Chicago
57050,Nunda,SD,South Dakota,Lake County,United States of America,America/Chicago
57051,Oldham,SD,South Dakota,Kingsbury County,United States of America,America/Chicago
57052,Olivet,SD,South Dakota,Hutchinson County,United States of America,America/Chicago
57053,Parker,SD,South Dakota,Turner County,United States of America,America/Chicago
57054,Ramona,SD,South Dakota,Lake County,United States of America,America/Chicago
57055,Renner,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57057,Rutland,SD,South Dakota,Lake County,United States of America,America/Chicago
57058,Salem,SD,South Dakota,McCook County,United States of America,America/Chicago
57059,Scotland,SD,South Dakota,Bon Homme County,United States of America,America/Chicago
57061,Sinai,SD,South Dakota,Brookings County,United States of America,America/Chicago
57062,Springfield,SD,South Dakota,Bon Homme County,United States of America,America/Chicago
57063,Tabor,SD,South Dakota,Bon Homme County,United States of America,America/Chicago
57064,Tea,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57065,Trent,SD,South Dakota,Moody County,United States of America,America/Chicago
57066,Tyndall,SD,South Dakota,Bon Homme County,United States of America,America/Chicago
57067,Utica,SD,South Dakota,Yankton County,United States of America,America/Chicago
57068,Valley Springs,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57069,Vermillion,SD,South Dakota,Clay County,United States of America,America/Chicago
57070,Viborg,SD,South Dakota,Turner County,United States of America,America/Chicago
57071,Volga,SD,South Dakota,Brookings County,United States of America,America/Chicago
57072,Volin,SD,South Dakota,Yankton County,United States of America,America/Chicago
57073,Wakonda,SD,South Dakota,Clay County,United States of America,America/Chicago
57075,Wentworth,SD,South Dakota,Lake County,United States of America,America/Chicago
57076,Winfred,SD,South Dakota,Lake County,United States of America,America/Chicago
57077,Worthing,SD,South Dakota,Lincoln County,United States of America,America/Chicago
57078,Yankton,SD,South Dakota,Yankton County,United States of America,America/Chicago
57101,Sioux Falls,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
57103,Sioux Falls,SD,South Dakota,Minnehaha County,United States of America,America/Chicago
